payment_id,ticket_id,amount,payment_date,payment_mode,payment_status
1137,1137,10139.56,2026-08-07,NetBanking,Refunded
1138,1138,20423.56,2026-07-21,Cash,Paid
1139,1139,5400.18,2026-08-09,UPI,Refunded
1140,1140,20779.4,2026-07-28,Cash,Paid
1141,1141,23482.93,2026-07-01,UPI,Paid
1142,1142,20536.48,2026-07-24,Card,Paid
1143,1143,22264.17,2026-07-05,Card,Paid
1144,1144,22240.86,2026-08-26,UPI,Paid
1145,1145,22040.91,2026-07-05,Card,Paid
1146,1146,10148.42,2026-07-03,Card,Paid
1147,1147,12077.86,2026-08-17,Card,Paid
1148,1148,8887.96,2026-07-19,NetBanking,Paid
1149,1149,16449.15,2026-08-15,NetBanking,Paid
1150,1150,24169.64,2026-08-14,Card,Paid
1151,1151,22724.55,2026-08-20,NetBanking,Paid
1152,1152,9085.03,2026-07-27,Card,Paid
1153,1153,5419.07,2026-08-24,Card,Refunded
1154,1154,8978.05,2026-08-30,UPI,Paid
1155,1155,20621.16,2026-07-12,UPI,Paid
1156,1156,6784.53,2026-07-05,Card,Paid
1157,1157,5722.28,2026-08-23,UPI,Paid
1158,1158,16541.53,2026-07-04,NetBanking,Paid
1159,1159,22423.35,2026-08-03,Card,Paid
1160,1160,13514.6,2026-07-14,NetBanking,Paid
1161,1161,14481.55,2026-08-19,NetBanking,Paid
1162,1162,18388.75,2026-08-12,NetBanking,Paid
1163,1163,6564.97,2026-07-23,NetBanking,Paid
1164,1164,8357.66,2026-07-24,Cash,Paid
1165,1165,11025.47,2026-08-25,UPI,Paid
1166,1166,16418.76,2026-08-02,NetBanking,Paid
1167,1167,17297.75,2026-07-16,UPI,Paid
1168,1168,14860.92,2026-07-12,NetBanking,Refunded
1169,1169,17021.96,2026-07-12,UPI,Paid
1170,1170,7339.04,2026-07-29,Card,Refunded
1171,1171,17246.41,2026-07-12,UPI,Paid
1172,1172,6382.24,2026-08-06,Card,Paid
1173,1173,22335.07,2026-07-07,NetBanking,Paid
1174,1174,17288.06,2026-08-07,UPI,Paid
1175,1175,7816.12,2026-08-05,Card,Paid
1176,1176,6247.69,2026-08-11,Cash,Paid
1177,1177,8001.73,2026-08-06,Card,Paid
1178,1178,23643.16,2026-07-18,NetBanking,Paid
1179,1179,18807.69,2026-07-30,NetBanking,Paid
1180,1180,20685.44,2026-07-19,Card,Refunded
1181,1181,15348.48,2026-07-17,Cash,Paid
1182,1182,23944.24,2026-08-01,UPI,Paid
1183,1183,12553.6,2026-08-22,NetBanking,Paid
1184,1184,15348.47,2026-07-29,UPI,Paid
1185,1185,9949.97,2026-08-12,NetBanking,Paid
1186,1186,22989.93,2026-08-16,UPI,Paid
1187,1187,18428.17,2026-08-22,Cash,Paid
1188,1188,23902.81,2026-08-30,Card,Paid
1189,1189,3131.76,2026-08-13,UPI,Paid
1190,1190,10696.91,2026-08-16,UPI,Paid
1191,1191,6398.49,2026-08-26,UPI,Paid
1192,1192,14969.73,2026-08-08,NetBanking,Paid
1193,1193,13883.1,2026-08-06,NetBanking,Paid
1194,1194,7238.18,2026-08-17,Cash,Paid
1195,1195,10540.7,2026-07-16,NetBanking,Refunded
1196,1196,20470.57,2026-08-29,UPI,Paid
1197,1197,8757.93,2026-07-20,Card,Refunded
1198,1198,17021.65,2026-08-22,Cash,Paid
1199,1199,3994.19,2026-08-23,Card,Refunded
1200,1200,22120.15,2026-08-06,UPI,Paid
